no;date;time;year;month;doy;dow;death;cvd;resp;temp;dptp;rhum;pm10;o3
515;29/05/1988;515;1988;5;150;Sunday;128;65;6;23.33333333;51.875;40;NA;45.32005688
516;30/05/1988;516;1988;5;151;Monday;115;56;12;24.16666667;52;39.5;67.23980941;52.10679713
517;31/05/1988;517;1988;5;152;Tuesday;146;67;14;24.44444444;52.75;39.25;140.2780585;50.30397464
518;01/06/1988;518;1988;6;153;Wednesday;114;56;11;24.72222222;54;39.5;134.2969954;48.36359653
519;02/06/1988;519;1988;6;154;Thursday;107;46;10;17.22222222;47;70.125;40.91020734;30.62744631
520;03/06/1988;520;1988;6;155;Friday;101;52;3;14.72222222;37.5;45.125;20.28752698;26.7402837
521;04/06/1988;521;1988;6;156;Saturday;117;64;5;16.94444444;40.5;36.625;46.26143618;23.72250142
522;05/06/1988;522;1988;6;157;Sunday;115;57;8;22.77777778;49.125;36.75;60.33987872;43.45283411
523;06/06/1988;523;1988;6;158;Monday;120;53;8;25.55555556;48.75;34.375;NA;49.41457885
524;07/06/1988;524;1988;6;159;Tuesday;102;43;8;26.11111111;51.125;35.5;131.2189804;52.84758799
525;08/06/1988;525;1988;6;160;Wednesday;103;48;8;17.22222222;46.125;70.125;65.40782219;30.02556495
526;09/06/1988;526;1988;6;161;Thursday;103;50;12;13.33333333;32.375;39;NA;31.80679649
527;10/06/1988;527;1988;6;162;Friday;127;59;11;13.33333333;34.625;37.125;22.13637173;25.89346599
528;11/06/1988;528;1988;6;163;Saturday;123;52;12;19.44444444;41.625;32.125;42.12717425;32.81501095
529;12/06/1988;529;1988;6;164;Sunday;110;54;8;22.22222222;48.25;35.375;42.02864545;46.73545743
530;13/06/1988;530;1988;6;165;Monday;98;42;9;25.55555556;48.5;29.875;67.04463872;48.22657847
531;14/06/1988;531;1988;6;166;Tuesday;129;51;10;27.77777778;53.625;35.375;84.00312653;51.93226688
532;15/06/1988;532;1988;6;167;Wednesday;102;49;9;27.5;53.625;43.75;69.94980297;46.24302169
533;16/06/1988;533;1988;6;168;Thursday;112;46;7;21.66666667;47.125;42.625;30.92517173;27.26866352
534;17/06/1988;534;1988;6;169;Friday;95;53;9;20.27777778;53.25;54.125;37.98488026;31.59052234
535;18/06/1988;535;1988;6;170;Saturday;137;60;9;23.61111111;52.875;37;46.89308766;40.51241561
536;19/06/1988;536;1988;6;171;Sunday;116;46;6;27.77777778;55.875;35.875;NA;57.80067974
537;20/06/1988;537;1988;6;172;Monday;114;70;6;31.38888889;70.25;73.875;81.50058901;59.69539414
538;21/06/1988;538;1988;6;173;Tuesday;109;52;10;30.27777778;66.125;44.375;72.80141079;51.1450702
539;22/06/1988;539;1988;6;174;Wednesday;122;65;6;28.05555556;67.25;69;75.80141079;53.18302022
540;23/06/1988;540;1988;6;175;Thursday;112;59;10;21.11111111;50.75;53.75;17.77384404;28.65624955
541;24/06/1988;541;1988;6;176;Friday;108;46;6;25.27777778;63.25;48.625;NA;35.08117778
542;25/06/1988;542;1988;6;177;Saturday;122;53;11;29.16666667;57.5;47.125;NA;57.71392294
543;26/06/1988;543;1988;6;178;Sunday;118;60;12;17.5;44.875;51;15.22476758;24.60910537
544;27/06/1988;544;1988;6;179;Monday;105;56;8;17.77777778;42.875;39.75;12.60827679;18.24432567
545;28/06/1988;545;1988;6;180;Tuesday;89;44;10;22.5;58.5;77.5;NA;34.53881091
546;29/06/1988;546;1988;6;181;Wednesday;115;58;1;17.22222222;44.375;55.375;8.662262266;26.78101946
547;30/06/1988;547;1988;6;182;Thursday;116;61;8;16.38888889;46.125;55.375;2.67250242;23.38628458
548;01/07/1988;548;1988;7;183;Friday;116;59;10;18.88888889;47.375;54.375;10.59794198;22.17844437
549;02/07/1988;549;1988;7;184;Saturday;108;41;6;18.33333333;44.375;43.875;19.86531444;21.5788744
550;03/07/1988;550;1988;7;185;Sunday;108;58;6;20.83333333;47.875;39.25;NA;37.27863562
551;04/07/1988;551;1988;7;186;Monday;123;49;9;22.77777778;49.875;37.25;42.46122969;46.82959419
552;05/07/1988;552;1988;7;187;Tuesday;120;62;5;26.38888889;56.75;37.125;NA;57.00435137
553;06/07/1988;553;1988;7;188;Wednesday;134;71;6;28.05555556;60.625;38.875;107.519522;54.00358938
554;07/07/1988;554;1988;7;189;Thursday;102;46;10;29.44444444;58.375;42.75;107.6990753;57.70132006
555;08/07/1988;555;1988;7;190;Friday;131;70;5;28.33333333;59.875;43.625;100.8775528;47.35799758
556;09/07/1988;556;1988;7;191;Saturday;105;52;4;28.05555556;57.25;40.5;76.99427438;47.96738315
557;10/07/1988;557;1988;7;192;Sunday;109;60;9;24.16666667;64.625;70.875;NA;39.0753778
558;11/07/1988;558;1988;7;193;Monday;98;43;10;24.72222222;57.5;52;33.99621107;33.02961475
559;12/07/1988;559;1988;7;194;Tuesday;108;60;4;21.94444444;60.375;64.25;6.001671326;26.38913171
560;13/07/1988;560;1988;7;195;Wednesday;108;57;9;26.66666667;65.875;49.375;42.04098167;30.88774717
561;14/07/1988;561;1988;7;196;Thursday;109;48;8;30.55555556;57.75;42.75;53.70925801;44.88559472
562;15/07/1988;562;1988;7;197;Friday;99;51;4;30.27777778;70.5;45.875;70.07371754;40.76384568
563;16/07/1988;563;1988;7;198;Saturday;123;63;9;29.44444444;69.625;92.25;45.10010643;36.39504565
564;17/07/1988;564;1988;7;199;Sunday;109;68;6;25.55555556;61;52.875;14.03841558;29.63141789
565;18/07/1988;565;1988;7;200;Monday;101;55;8;21.94444444;66.25;86.375;NA;22.04732793
566;19/07/1988;566;1988;7;201;Tuesday;119;55;15;23.88888889;58.375;53.875;27.13438756;24.65577693
567;20/07/1988;567;1988;7;202;Wednesday;132;65;10;23.33333333;63.875;72.125;26.71691109;26.95710098
568;21/07/1988;568;1988;7;203;Thursday;115;62;9;21.94444444;61.125;75.25;24.08446824;23.40795141
569;22/07/1988;569;1988;7;204;Friday;99;52;2;21.66666667;59.125;65.625;7.006193177;25.94090829
570;23/07/1988;570;1988;7;205;Saturday;106;45;9;22.22222222;59.5;58.5;20.06315681;26.67748532
571;24/07/1988;571;1988;7;206;Sunday;112;45;7;24.16666667;57.375;42.375;45.98555308;34.90556829
572;25/07/1988;572;1988;7;207;Monday;115;56;7;24.16666667;64.75;74.875;31.01555308;38.09054019
573;26/07/1988;573;1988;7;208;Tuesday;121;62;10;23.05555556;55.75;54;17.14347595;22.14394436
574;27/07/1988;574;1988;7;209;Wednesday;110;55;7;24.44444444;60.375;45.875;51.00888641;31.3128129
575;28/07/1988;575;1988;7;210;Thursday;96;41;7;28.88888889;62.5;43.875;60.05555308;47.25872304
576;29/07/1988;576;1988;7;211;Friday;121;70;12;28.33333333;68.5;56.25;65.09502409;55.96784777
577;30/07/1988;577;1988;7;212;Saturday;110;57;3;28.05555556;68.875;80.875;32.09948803;44.63805063
578;31/07/1988;578;1988;7;213;Sunday;89;43;7;26.11111111;62.75;46.75;NA;42.3314616
579;01/08/1988;579;1988;8;214;Monday;123;58;4;31.66666667;71.125;51.75;61.38895162;43.40388479
580;02/08/1988;580;1988;8;215;Tuesday;139;71;5;31.94444444;70.375;51.5;58.92402704;47.74986081
581;03/08/1988;581;1988;8;216;Wednesday;125;58;7;31.11111111;67.375;53;56.96108378;38.65776776
582;04/08/1988;582;1988;8;217;Thursday;146;69;11;30.55555556;71.5;62.375;57.93033833;41.13688375
583;05/08/1988;583;1988;8;218;Friday;152;78;10;24.72222222;60.125;54.75;55.90704357;34.73187969
584;06/08/1988;584;1988;8;219;Saturday;121;65;5;24.72222222;51.75;39.75;NA;35.44627885
585;07/08/1988;585;1988;8;220;Sunday;130;71;10;25.55555556;53.625;34.75;34.70103706;39.92164819
586;08/08/1988;586;1988;8;221;Monday;144;65;12;28.88888889;70.75;74.375;58.86485571;51.77890586
587;09/08/1988;587;1988;8;222;Tuesday;108;45;8;26.11111111;73;80;59.82090553;29.52193893
588;10/08/1988;588;1988;8;223;Wednesday;110;48;9;24.72222222;72;86.75;27.70153681;29.56121367
589;11/08/1988;589;1988;8;224;Thursday;114;54;6;27.77777778;73.375;69.125;NA;28.29488197
590;12/08/1988;590;1988;8;225;Friday;95;45;9;28.61111111;69.625;61.375;57.68926422;26.07341469
591;13/08/1988;591;1988;8;226;Saturday;102;51;6;28.61111111;73.625;80.75;66.11118526;35.74174783
592;14/08/1988;592;1988;8;227;Sunday;113;62;5;28.33333333;76.625;70.5;NA;38.44527411
593;15/08/1988;593;1988;8;228;Monday;132;69;7;28.88888889;70.5;69.375;23.78054536;37.14573898
594;16/08/1988;594;1988;8;229;Tuesday;106;42;10;30;73.125;58.625;60.81318124;32.87759766
595;17/08/1988;595;1988;8;230;Wednesday;141;83;8;31.11111111;66.375;45.375;60.92337628;37.82417094
596;18/08/1988;596;1988;8;231;Thursday;168;94;10;26.94444444;68.375;83.5;54.8455059;32.61890931
597;19/08/1988;597;1988;8;232;Friday;125;67;7;21.94444444;62.875;74.5;24.27252106;14.3437916
598;20/08/1988;598;1988;8;233;Saturday;100;55;6;22.77777778;62.125;71;23.19372654;36.86247877
599;21/08/1988;599;1988;8;234;Sunday;85;37;6;21.38888889;54.875;57;NA;27.00129027
600;22/08/1988;600;1988;8;235;Monday;92;41;8;21.11111111;59.75;65.75;31.15434212;23.69629475
601;23/08/1988;601;1988;8;236;Tuesday;117;54;9;23.88888889;55.375;52.75;39.11669398;31.19962279
602;24/08/1988;602;1988;8;237;Wednesday;124;62;12;21.66666667;52.375;54.875;81.07568679;20.67644939
603;25/08/1988;603;1988;8;238;Thursday;103;52;4;20.83333333;42.625;38.375;46.1647226;19.98149875
604;26/08/1988;604;1988;8;239;Friday;112;56;9;18.88888889;45.375;42.625;33.08187042;15.2409053
605;27/08/1988;605;1988;8;240;Saturday;98;50;5;18.33333333;60.125;95.875;NA;7.233549553
606;28/08/1988;606;1988;8;241;Sunday;79;40;5;17.77777778;41.875;46.75;81.15157802;18.08097813
607;29/08/1988;607;1988;8;242;Monday;114;64;11;15.55555556;49;62.25;21.13499145;19.25977343
608;30/08/1988;608;1988;8;243;Tuesday;95;41;9;17.22222222;49.375;50.625;29.03896257;18.51171088
609;31/08/1988;609;1988;8;244;Wednesday;112;56;7;21.38888889;49;39.75;43.40531503;29.60889212
610;01/09/1988;610;1988;9;245;Thursday;121;50;10;22.22222222;52.5;49.75;39.99586886;35.47713653
611;02/09/1988;611;1988;9;246;Friday;120;54;6;22.77777778;57.875;54.75;56.90409811;33.37949282
612;03/09/1988;612;1988;9;247;Saturday;105;41;8;22.22222222;53.625;55.375;29.93725488;31.58280018
613;04/09/1988;613;1988;9;248;Sunday;108;41;9;17.22222222;52.375;72.875;19.75702746;32.49314561
614;05/09/1988;614;1988;9;249;Monday;106;51;8;12.22222222;38;57.125;NA;24.09444921
615;06/09/1988;615;1988;9;250;Tuesday;119;64;13;12.77777778;39.625;51.375;25.0606165;15.26983606
616;07/09/1988;616;1988;9;251;Wednesday;120;58;7;15.83333333;37.625;33;25.25861216;26.40709329
617;08/09/1988;617;1988;9;252;Thursday;117;57;5;21.11111111;47.125;42.125;45.69911223;34.52208125
618;09/09/1988;618;1988;9;253;Friday;112;47;10;18.88888889;34.75;35.375;57.6436997;16.08373179
619;10/09/1988;619;1988;9;254;Saturday;129;60;15;19.72222222;39.75;32.375;68.74839745;17.96660984
620;11/09/1988;620;1988;9;255;Sunday;123;62;15;21.66666667;62.375;57.75;NA;28.92820595
621;12/09/1988;621;1988;9;256;Monday;133;62;7;24.16666667;64.75;65.375;26.95238184;17.36823562
622;13/09/1988;622;1988;9;257;Tuesday;102;40;5;17.22222222;46.875;59;49.6689429;13.93126727
623;14/09/1988;623;1988;9;258;Wednesday;99;44;6;18.88888889;48.875;57.125;49.64518975;21.79584549
624;15/09/1988;624;1988;9;259;Thursday;104;49;6;18.05555556;50.375;59.5;29.72141732;18.30175651
625;16/09/1988;625;1988;9;260;Friday;117;49;9;18.61111111;59.75;72.25;46.71096725;14.73389048
626;17/09/1988;626;1988;9;261;Saturday;103;39;6;25.55555556;61.75;53.5;NA;24.4833327
627;18/09/1988;627;1988;9;262;Sunday;121;47;7;24.72222222;62.375;76.125;35.75146217;18.65535564
628;19/09/1988;628;1988;9;263;Monday;103;59;6;19.44444444;51.25;70.125;17.6666003;13.12048373
629;20/09/1988;629;1988;9;264;Tuesday;128;56;10;15.55555556;47.25;66.125;25.67353461;12.09461828
630;21/09/1988;630;1988;9;265;Wednesday;101;48;9;14.72222222;49.75;69;NA;7.707460132
631;22/09/1988;631;1988;9;266;Thursday;128;60;7;21.11111111;66.25;73.625;NA;16.47200571
632;23/09/1988;632;1988;9;267;Friday;107;56;11;15.55555556;42.125;55.125;NA;17.82601213
633;24/09/1988;633;1988;9;268;Saturday;95;48;0;13.61111111;42.875;59.5;42.26828389;14.65708204
634;25/09/1988;634;1988;9;269;Sunday;120;63;7;16.38888889;48.25;59.75;NA;22.82262149
635;26/09/1988;635;1988;9;270;Monday;107;54;7;18.05555556;45.875;40.25;NA;35.6248157
636;27/09/1988;636;1988;9;271;Tuesday;107;50;8;21.66666667;56.375;67.625;NA;26.98795563
637;28/09/1988;637;1988;9;272;Wednesday;130;60;9;16.38888889;51.625;68.25;NA;16.02061521
638;29/09/1988;638;1988;9;273;Thursday;85;42;4;19.72222222;56.875;66.875;NA;16.25024273
639;30/09/1988;639;1988;9;274;Friday;138;53;9;20.27777778;60.75;71.25;46.11622426;11.82543804
640;01/10/1988;640;1988;10;275;Saturday;109;42;7;16.66666667;56.875;83.875;4.209824786;10.01333579
641;02/10/1988;641;1988;10;276;Sunday;108;48;9;13.61111111;45;73.25;14.19838732;18.22059115
642;03/10/1988;642;1988;10;277;Monday;129;54;9;11.94444444;38.125;57.875;NA;7.651612704
643;04/10/1988;643;1988;10;278;Tuesday;122;60;9;6.111111111;30.25;57.875;25.24198501;11.11891967
644;05/10/1988;644;1988;10;279;Wednesday;97;49;4;6.111111111;32.25;67.75;22.27341884;10.37521471
645;06/10/1988;645;1988;10;280;Thursday;117;58;7;6.388888889;32.75;64.25;29.68518108;8.934901158
646;07/10/1988;646;1988;10;281;Friday;124;57;7;8.611111111;33;53.75;NA;11.06460428
647;08/10/1988;647;1988;10;282;Saturday;110;51;14;11.11111111;41.125;60.375;48.11624972;11.5197224
648;09/10/1988;648;1988;10;283;Sunday;107;54;7;12.5;47.5;73.125;NA;11.41638122
649;10/10/1988;649;1988;10;284;Monday;118;57;6;14.44444444;34.625;46.625;31.1895563;20.02792675
650;11/10/1988;650;1988;10;285;Tuesday;108;56;11;5.833333333;26.125;54;40.14398434;12.79853633
651;12/10/1988;651;1988;10;286;Wednesday;112;49;15;3.888888889;24.375;60.75;22.37800061;14.08327026
652;13/10/1988;652;1988;10;287;Thursday;108;55;5;4.166666667;23.875;39.625;NA;9.998673124
653;14/10/1988;653;1988;10;288;Friday;106;53;11;14.44444444;42.25;44.875;51.1000105;17.29154798
654;15/10/1988;654;1988;10;289;Saturday;139;67;12;19.16666667;52;63.125;43.05708982;34.7441209
655;16/10/1988;655;1988;10;290;Sunday;120;60;11;16.94444444;47.875;66;35.16425086;25.50963104
656;17/10/1988;656;1988;10;291;Monday;121;53;9;11.66666667;55.125;93.75;NA;3.985168086
657;18/10/1988;657;1988;10;292;Tuesday;121;65;9;9.722222222;36.375;67.875;18.16678944;10.30877032
658;19/10/1988;658;1988;10;293;Wednesday;118;54;12;6.388888889;32.25;72.625;20.30744939;9.921411183
659;20/10/1988;659;1988;10;294;Thursday;123;63;6;5.555555556;37.875;72.5;16.24807439;5.060173428
660;21/10/1988;660;1988;10;295;Friday;101;55;5;8.055555556;39;80;23.23224185;5.966781406
661;22/10/1988;661;1988;10;296;Saturday;94;49;5;5.555555556;32.5;73.5;24.39976746;8.613538275
662;23/10/1988;662;1988;10;297;Sunday;115;59;7;6.388888889;30.625;70.75;22.34039246;9.122106116
663;24/10/1988;663;1988;10;298;Monday;115;53;4;0.833333333;27.125;82.5;21.86126415;5.675501427
664;25/10/1988;664;1988;10;299;Tuesday;138;68;11;1.666666667;22.125;62.125;26.20191094;6.601095682
665;26/10/1988;665;1988;10;300;Wednesday;132;72;9;2.5;26;70;26.1151814;5.16372005
666;27/10/1988;666;1988;10;301;Thursday;131;71;3;7.222222222;40.875;80.375;NA;7.825990449
667;28/10/1988;667;1988;10;302;Friday;129;61;10;2.777777778;21;59.125;31.18859344;11.67852848
668;29/10/1988;668;1988;10;303;Saturday;114;56;12;0.833333333;12.75;45.5;20.20311223;9.827027949
669;30/10/1988;669;1988;10;304;Sunday;120;63;8;0.555555556;25.875;73.375;20.02560624;10.38036944
670;31/10/1988;670;1988;10;305;Monday;116;61;7;3.888888889;27.625;46.25;28.19647072;7.946280152
671;01/11/1988;671;1988;11;306;Tuesday;139;74;9;4.444444444;28;58.25;27.28154535;10.85082253
672;02/11/1988;672;1988;11;307;Wednesday;125;52;19;6.388888889;35.75;75.375;20.27036406;11.03525044
673;03/11/1988;673;1988;11;308;Thursday;132;62;12;10.27777778;50.625;83.25;26.37871895;7.673049122
674;04/11/1988;674;1988;11;309;Friday;133;57;6;11.38888889;51.5;94.25;20.41208813;6.285237191
675;05/11/1988;675;1988;11;310;Saturday;125;66;7;5.277777778;36.125;93.625;10.0607522;7.155999292
676;06/11/1988;676;1988;11;311;Sunday;105;46;8;0.833333333;30.625;82.125;NA;18.50138305
677;07/11/1988;677;1988;11;312;Monday;114;63;8;3.888888889;38;85.375;5.81201424;9.977709215
678;08/11/1988;678;1988;11;313;Tuesday;108;48;7;5.555555556;36.875;83.625;33.87148951;8.767747052
679;09/11/1988;679;1988;11;314;Wednesday;111;53;11;6.388888889;46;98.5;18.79793513;5.449136799
680;10/11/1988;680;1988;11;315;Thursday;93;36;13;5.833333333;30.625;74.5;8.85885394;11.52991523
681;11/11/1988;681;1988;11;316;Friday;108;57;2;4.166666667;29.25;74.5;17.89795062;13.3253091
682;12/11/1988;682;1988;11;317;Saturday;120;60;10;5.277777778;44;95.5;8.953125974;7.960400282
683;13/11/1988;683;1988;11;318;Sunday;124;61;10;7.222222222;40.875;73.625;5.934856742;12.21103188
684;14/11/1988;684;1988;11;319;Monday;118;54;6;8.611111111;34.5;62.375;NA;10.70614341
685;15/11/1988;685;1988;11;320;Tuesday;132;61;12;13.33333333;60.375;92.25;NA;6.733599004
686;16/11/1988;686;1988;11;321;Wednesday;127;55;10;8.888888889;24.25;67.625;17.08293095;13.48671003
687;17/11/1988;687;1988;11;322;Thursday;108;50;6;3.611111111;28.125;68.125;18.99694505;12.43239799
688;18/11/1988;688;1988;11;323;Friday;134;56;12;6.388888889;30.125;49.625;2.877525548;7.745359578
689;19/11/1988;689;1988;11;324;Saturday;117;63;8;6.666666667;40.125;88.5;7.953002934;5.999059172
690;20/11/1988;690;1988;11;325;Sunday;115;60;7;2.5;28.125;78.125;14.94330545;11.24981203
691;21/11/1988;691;1988;11;326;Monday;109;41;12;0.555555556;23.375;67.875;14.95371899;10.05517221
692;22/11/1988;692;1988;11;327;Tuesday;112;58;10;1.388888889;28.125;82.375;24.86202014;9.22105406
693;23/11/1988;693;1988;11;328;Wednesday;125;59;6;5.277777778;35.5;73.25;32.0674797;6.773804738
694;24/11/1988;694;1988;11;329;Thursday;122;61;9;8.055555556;35;57.375;15.77137336;9.95556582
695;25/11/1988;695;1988;11;330;Friday;146;72;11;9.444444444;44.375;72.5;21.80570207;14.61534924
696;26/11/1988;696;1988;11;331;Saturday;112;55;7;12.22222222;51.25;92.25;6.739353807;15.12163309
697;27/11/1988;697;1988;11;332;Sunday;106;51;8;2.777777778;25;71.25;2.71025124;20.22571008
698;28/11/1988;698;1988;11;333;Monday;105;59;4;-2.222222222;21.875;81.5;-0.28974876;12.7406448
699;29/11/1988;699;1988;11;334;Tuesday;100;56;5;0.833333333;31.375;67.5;21.54288836;8.852715686
700;30/11/1988;700;1988;11;335;Wednesday;113;54;12;-0.833333333;23.875;80.5;16.28700602;9.172182491
701;01/12/1988;701;1988;12;336;Thursday;109;59;12;-4.722222222;16.375;80.625;21.71005289;11.13321933
702;02/12/1988;702;1988;12;337;Friday;128;59;5;1.111111111;32.5;71.125;23.73378606;7.667878781
703;03/12/1988;703;1988;12;338;Saturday;116;59;4;6.111111111;26;63;NA;14.70288329
704;04/12/1988;704;1988;12;339;Sunday;97;44;8;0.277777778;23.25;63.5;17.8751375;14.36763589
705;05/12/1988;705;1988;12;340;Monday;115;60;11;3.611111111;31.25;76.625;35.30442134;9.263015397
706;06/12/1988;706;1988;12;341;Tuesday;109;49;6;5.555555556;34.875;69;34.83399577;13.17974893
707;07/12/1988;707;1988;12;342;Wednesday;122;63;5;1.666666667;20;60.875;25.02100364;13.72798732
708;08/12/1988;708;1988;12;343;Thursday;121;54;11;-2.777777778;11.25;53.5;35.12737278;13.68116187
709;09/12/1988;709;1988;12;344;Friday;98;47;12;-5.833333333;14.25;63.25;32.25546089;11.66506761
710;10/12/1988;710;1988;12;345;Saturday;132;68;5;-7.5;2.125;65.5;NA;13.18920843
711;11/12/1988;711;1988;12;346;Sunday;103;51;6;-11.66666667;6.125;64.5;25.82858764;11.50661983
712;12/12/1988;712;1988;12;347;Monday;132;65;9;-7.5;19.375;78.75;24.29692785;9.025025756
713;13/12/1988;713;1988;12;348;Tuesday;123;64;5;1.388888889;28.625;68.375;43.40957607;10.24949868
714;14/12/1988;714;1988;12;349;Wednesday;132;62;12;3.055555556;24.875;68.125;NA;11.52561174
715;15/12/1988;715;1988;12;350;Thursday;139;80;4;-7.777777778;-0.75;56;NA;17.93704079
716;16/12/1988;716;1988;12;351;Friday;118;64;9;-11.94444444;12.125;85.75;30.36776666;9.845276839
717;17/12/1988;717;1988;12;352;Saturday;117;46;14;-8.888888889;7;74.5;21.92070727;12.90568651
718;18/12/1988;718;1988;12;353;Sunday;110;63;5;-5.555555556;21.875;66.5;34.43415192;8.777210168
719;19/12/1988;719;1988;12;354;Monday;106;42;9;3.888888889;32.25;48.625;NA;12.02824883
720;20/12/1988;720;1988;12;355;Tuesday;146;68;11;6.944444444;27;72.625;NA;18.17335499
721;21/12/1988;721;1988;12;356;Wednesday;108;50;13;0.555555556;22.5;68.75;NA;16.81780961
722;22/12/1988;722;1988;12;357;Thursday;136;73;6;2.222222222;38.75;96.625;NA;9.996828741
723;23/12/1988;723;1988;12;358;Friday;129;57;14;5;26.75;63.25;20.48989788;16.67685679
724;24/12/1988;724;1988;12;359;Saturday;108;49;7;0.833333333;26.5;80.875;NA;11.1706488
725;25/12/1988;725;1988;12;360;Sunday;135;60;13;-5;16.625;76.375;NA;16.20521629
726;26/12/1988;726;1988;12;361;Monday;148;75;7;-2.777777778;29.875;90.875;NA;14.65665701
727;27/12/1988;727;1988;12;362;Tuesday;119;64;12;-2.5;14.125;71.75;17.07184102;10.25651606
728;28/12/1988;728;1988;12;363;Wednesday;116;58;11;-9.722222222;6.875;71.75;12.58468328;19.48556513
729;29/12/1988;729;1988;12;364;Thursday;112;54;9;-10.27777778;12.625;79.125;26.41998839;12.75529853
730;30/12/1988;730;1988;12;365;Friday;132;58;10;-4.166666667;21.875;83.375;NA;3.578602262
731;31/12/1988;731;1988;12;366;Saturday;141;65;15;-3.333333333;27;88.875;56.35021953;7.504334158
732;01/01/1989;732;1989;1;1;Sunday;122;68;6;-3.055555556;26.875;88.125;61.26421656;9.62588237
733;02/01/1989;733;1989;1;2;Monday;118;55;16;-5.555555556;10.875;80.125;23.28559514;17.33926279
734;03/01/1989;734;1989;1;3;Tuesday;134;69;11;-5;15.75;66.875;NA;13.66110965
735;04/01/1989;735;1989;1;4;Wednesday;123;66;7;-7.222222222;15.875;75.875;38.71480832;11.19994932
736;05/01/1989;736;1989;1;5;Thursday;132;56;8;-1.388888889;31.875;89.875;15.45426563;7.144074371
737;06/01/1989;737;1989;1;6;Friday;105;57;8;1.666666667;32.375;88;22.68318128;7.021701861
738;07/01/1989;738;1989;1;7;Saturday;109;52;5;4.444444444;39.625;92.25;NA;7.691449414
739;08/01/1989;739;1989;1;8;Sunday;109;58;7;-9.444444444;1.5;66.5;NA;24.71335715
740;09/01/1989;740;1989;1;9;Monday;146;73;9;-8.611111111;14.625;66.5;47.87004418;19.8758298
741;10/01/1989;741;1989;1;10;Tuesday;119;49;10;-0.277777778;21.375;70.5;34.198321;10.33618024
742;11/01/1989;742;1989;1;11;Wednesday;127;50;14;1.388888889;37.375;87.25;26.77856837;13.34564618
743;12/01/1989;743;1989;1;12;Thursday;127;48;11;-0.277777778;15.875;69.625;NA;12.95780266
744;13/01/1989;744;1989;1;13;Friday;117;58;10;-3.333333333;17.625;71.125;NA;12.80968642
745;14/01/1989;745;1989;1;14;Saturday;131;61;10;-3.055555556;26.125;90;16.16734953;7.609899338
746;15/01/1989;746;1989;1;15;Sunday;125;52;11;-1.388888889;23.875;81.125;NA;14.51056045
747;16/01/1989;747;1989;1;16;Monday;114;55;9;-0.277777778;26.625;60.25;24.49929471;11.61867447
748;17/01/1989;748;1989;1;17;Tuesday;138;66;11;2.777777778;29.125;66;20.00897006;12.99094598
749;18/01/1989;749;1989;1;18;Wednesday;91;39;8;3.055555556;27.875;80.125;NA;16.2360291
750;19/01/1989;750;1989;1;19;Thursday;112;59;8;3.333333333;30.125;66.25;NA;16.87443343
751;20/01/1989;751;1989;1;20;Friday;105;50;9;-1.944444444;11.625;58.125;NA;22.48572527
752;21/01/1989;752;1989;1;21;Saturday;105;48;12;-3.055555556;19.75;57.5;22.89664532;14.10112052
753;22/01/1989;753;1989;1;22;Sunday;119;47;11;4.444444444;25.75;52.875;18.24687667;14.11568577
754;23/01/1989;754;1989;1;23;Monday;144;67;13;5.277777778;32.625;69.625;12.70969754;11.15835893
755;24/01/1989;755;1989;1;24;Tuesday;139;61;14;3.333333333;34.125;84.375;40.64865336;11.96275823
756;25/01/1989;756;1989;1;25;Wednesday;115;58;11;5.833333333;42.25;98.625;31.53473971;9.721209209
757;26/01/1989;757;1989;1;26;Thursday;114;47;9;1.111111111;23.625;72.25;32.57910471;11.11129603
758;27/01/1989;758;1989;1;27;Friday;120;54;12;2.777777778;30.75;71.75;20.71942191;12.72602713
759;28/01/1989;759;1989;1;28;Saturday;110;54;9;5.555555556;31.875;75.25;23.95084198;12.53364662
760;29/01/1989;760;1989;1;29;Sunday;97;40;8;4.444444444;37.75;91.5;NA;10.05656036
761;30/01/1989;761;1989;1;30;Monday;122;59;7;4.722222222;35.5;81.125;NA;13.09383867
762;31/01/1989;762;1989;1;31;Tuesday;133;60;10;11.38888889;44.125;61.125;NA;16.35583912
763;01/02/1989;763;1989;2;32;Wednesday;117;58;8;4.722222222;21.875;73.625;7.834437031;25.54818492
764;02/02/1989;764;1989;2;33;Thursday;120;50;9;-3.611111111;20.375;85.625;44.88383703;23.02240175
765;03/02/1989;765;1989;2;34;Friday;127;61;10;-9.722222222;2.5;68.875;16.27331234;17.12712496
766;04/02/1989;766;1989;2;35;Saturday;121;55;14;-15.27777778;2;85.5;40.99023703;11.7782939
767;05/02/1989;767;1989;2;36;Sunday;116;54;11;-12.77777778;5.25;84.875;NA;13.06950254
768;06/02/1989;768;1989;2;37;Monday;130;53;8;-16.66666667;-0.25;72.25;28.07291971;17.0135627
769;07/02/1989;769;1989;2;38;Tuesday;128;63;9;-11.11111111;9.125;73.625;52.2239996;18.50686365
770;08/02/1989;770;1989;2;39;Wednesday;132;56;12;-11.38888889;-3.75;60.75;82.3037996;23.61219674
771;09/02/1989;771;1989;2;40;Thursday;117;55;8;-13.88888889;3.5;67.5;32.60704426;22.60092906
772;10/02/1989;772;1989;2;41;Friday;121;56;15;-9.444444444;12.375;71.375;32.03731514;21.12239632
